Symbol	Description
MIOFF.OB	Milbon CO Ltd
MISM.OB	Cambridge Energy Corp
MISVF.OB	Minco Silver Corp
MITEY.OB	Mitsubishi Estate CO
MITFF.OB	Mitie Group Plc
MITFY.OB	Mitie Group Plc ADR
MITPF.OB	Mithra Pharmaceuticals Sa NV
MITSF.OB	Mitsui & CO Ltd
MITSY.OB	Mitsui & Company
MITUF.OB	Mitsui Chemicals Inc [Japan]
MIXIF.OB	Mixi Inc Tokyo
MIXX.OB	Mix 1 Life Inc
MJARF.OB	Mjardin Group Inc
MJDLF.OB	Major Drilling Grp I
MJDS.OB	Mojo Data Solutions Inc
MJGCF.OB	Majestic Gold Corp
MJHI.OB	Mj Harvest Inc
MJLB.OB	Ultrack Systems Inc
MJNA.OB	Medical Marijuana I
MJNE.OB	Mj Holdings Inc
MJTK.OB	Cannasys Inc
MJTV.OB	Michael James Enterprises Inc
MJWL.OB	Majic Wheels Corp
MJWNF.OB	Majestic Wine Plc
MKGAF.OB	Merck Kgaa Dm 5
MKGP.OB	Maverick Energy Grp Ltd
MKIN.OB	Mcnb Banks Inc
MKKGY.OB	Merck Kgaa ADR
MKMLF.OB	Makino Milling
MKRIF.OB	Melkior Resources IN
MKRO.OB	Monkey Rock Group Inc
MKRS.OB	Mikros Sys Corp
MKSEF.OB	Marksmen Energy Inc
MKTAY.OB	Makita Corp
MKTDF.OB	Deepmarkit Corp
MKTY.OB	Mechanical Technolgy
MLBGF.OB	Mulberry Group Plc
MLBVF.OB	Great Thunder Gold Corp
MLCG.OB	ML Capital Group Inc
MLFB.OB	Universal Cap Mgmt
MLFNF.OB	Maple Leaf Foods Inc
MLGCF.OB	ML Gold Corp
MLGF.OB	Malaga Financial Corp
MLHC.OB	M Line Hlds Inc
MLKKF.OB	Mercator Minerals
MLLGF.OB	Mullen Group Ltd
MLLLF.OB	Torque Esports Corp
MLLOF.OB	Medallion Resources Ltd
MLLS.OB	Miller Indus Inc Fla
MLLUY.OB	Metallurgical Corp China Ltd ADR
MLMN.OB	Millennium Prime Inc
MLMZF.OB	Metallica Minerals Ltd
MLNLF.OB	Millennial Lithium Corp
MLNTQ.OB	Melinta Therapeutics Inc
MLORF.OB	Montello Resources Ltd
MLPH.OB	Molecular Pharmacol
MLRKF.OB	Millrock Res Inc Com
MLRYY.OB	Mail Ru Group Ltd
MLSPF.OB	Melrose Holdings Ltd
MLSYY.OB	Melrose Industries Plc ADR
MLWN.OB	Malwin Ventures Inc
MLXEF.OB	Metals X Ltd
MLXSF.OB	Melexis NV [Belgium]
MLYBY.OB	Malayan Banking ADR
MLYCF.OB	American Cumo Mining Ltd
MLYF.OB	Western Magnesium
MMBF.OB	Momentum Biofuels
MMDDF.OB	Mirriad Advertising Plc
MMEX.OB	Mmex Resources Corp
MMIO.OB	Marmion Indus Corp
MMIRF.OB	Medmira Inc
MMJFF.OB	Matica Enterprises
MMJJF.OB	Mmj Phytotech Ltd
MMLTF.OB	Mmg Ltd Ord
MMMB.OB	Mamamancini's Holdin
MMMM.OB	Mineral Mtn Mng & ML
MMMRF.OB	Mammoth Resources Corp
MMMW.OB	Mass Megawat Wind Pw
MMND.OB	Coconnect Inc
MMNFF.OB	Medmen Enterprises Inc Cl B
MMNGF.OB	Monster Mng Corp
MMNT.OB	Momentous Holdings Corp
MMNWF.OB	Medmen Enterprises Inc WT
MMRGF.OB	Minaurum Gold Inc
MMSDD.OB	Macarthur Minerals
MMSMY.OB	Mitsui Mining & Sm
MMTC.OB	Micro Imaging Tech
MMTIF.OB	Micromem Tech Inc
MMTMF.OB	Monument Mng Ltd
MMTOF.OB	Mitsubishi Motors Corp
MMTRS.OB	Mills Music TR Unit
MMTS.OB	Multi-Media Tutorial Services Inc
MNAP.OB	Manas Petroleum Corp
MNARF.OB	Morguard North American REIT
MNAT.OB	Marquette Natl Cp
MNBC.OB	Mnb Corp [Bangor Pa]
MNBEF.OB	Minebea CO Ltd [Japan]
MNBEY.OB	Minebea Ltd ADR
MNBO.OB	Mnb Holdings Corp CA
MNBP.OB	Mars Natl Bk PA
MNDJF.OB	Mandalay Res Corp
MNDP.OB	Mundus Group Inc
MNELF.OB	Mission Newenergy Ltd
MNGG.OB	Mining Global Inc
MNGGF.OB	Mongolia Growth Grou
MNGPF.OB	Man Group Ltd
MNHFY.OB	Mayr Melnhof Karton Ag ADR
MNHVF.OB	Marine Harvest ASA
MNII.OB	Manati Inds Inc
MNILY.OB	Minor International Public CO Ltd ADR
MNKG.OB	Manneking Inc.
MNMB.OB	Merchants & Marine Bancorp Inc
MNNFF.OB	Minfocus Exploration
MNNGF.OB	Affluent Partners Holdings Ltd
MNPP.OB	Merchants National Properties Inc
MNRLF.OB	Mineral Mtn Res Ltd
MNSF.OB	Mansfelder Metals
MNTCF.OB	Mantis Mineral Corp
MNTR.OB	Mentor Capital Inc
MNTUF.OB	Manitou Gold Inc
MNVN.OB	Mondial Ventures Inc
MNVWF.OB	Mountainview Energy
MNXBF.OB	Monex Group Inc
MNZO.OB	Manzo Pharmaceuticals Inc
MOAEF.OB	Mongolia Energy Corp Ltd
MOBIF.OB	Mobi724 Global Solutions Inc
MOBO.OB	Mobile Lads Corp
MOBQ.OB	Mobiquity Technologies Inc
MOCI.OB	Modern Cinema Group Inc
MODC.OB	Modern Tech Corp
MODVF.OB	Melcor Developments Ltd
MOGLF.OB	Gabelli Media Mogul Nextshares
MOJO.OB	Mojo Organics Inc
MOMT.OB	Moneyonmobile Inc
MONDF.OB	Mondi Plc Ord
MONDY.OB	Mondi Plc ADR
MONGF.OB	Montego Resources Inc
MONOY.OB	Monotaro CO Ltd
MONRF.OB	Moncler S.P.A.
MONRY.OB	Moncler S.P.A ADR
MOOIF.OB	Mooncor Oil & Gas Corp
MOPN.OB	Mop Environmental
MOST.OB	Smart Online Inc
MOTUY.OB	Motus Holdings Inc ADR
MPAD.OB	Micropac Industries Inc
MPFRF.OB	Mapfre Sa
MPGPF.OB	Michael Page Intl
MPHD.OB	Media Pal Holdings
MPHMF.OB	Callitas Health Inc
MPHX.OB	Metro Phoenix Bank Inc [Az]
MPIN.OB	Message Procss Intl Inc
MPIR.OB	Empire Diversified Energy Inc
MPJFF.OB	Kairos Minerals Ltd
MPNGF.OB	Meituan Dianping
MPNGY.OB	Meituan Dianping ADR Repstg 2 Cl B
MPPWW.OB	Midstates Petroleum CO Inc WT Exp 04/21/2020
MPSYF.OB	Morphosys Ag
MPUCF.OB	Moneta Porcupine Min
MPVDF.OB	Mountain Province Diamonds Inc.
MPXOF.OB	Mpx International Corp
MQBKY.OB	Macquarie Grp ADR
MQMNW.OB	Mcewen Mining Inc Warrants [22/11/2024]
MRAAF.OB	Murata Manufacturing
MRAAY.OB	Murata Manufacturing
MRBLF.OB	Mli Marble Lending Inc
MRCR.OB	Moro Corp
MRDDF.OB	Outcrop Gold Corp
MRDH.OB	Meridian Holdings Inc
MRES.OB	Institute of Biomedi
MRETF.OB	Martinrea Intl Inc
MRGE.OB	Mirage Energy Corp
MRGN.OB	Mergence Corp
MRIB.OB	Marani Brands Inc
MRJT.OB	3D Makerjet Inc
MRLLF.OB	Minera Irl Ltd
MRMD.OB	Marimed Inc
MRNJ.OB	Metatron Inc
MRNTF.OB	Medicrea International
MRPI.OB	Mera Pharma
MRPLY.OB	Mr Price Group Ltd
MRPRF.OB	Merlin/Ac 1.00
MRPS.OB	Microphonics Inc
MRPZF.OB	Mr Price Group Ltd
MRQRF.OB	Monarques Gold Corp
MRRCF.OB	Maricann Group
MRRHF.OB	Marret High Yield Strategies Fund Unit Cl A
MRRMF.OB	Miramont Resources Corp
MRRTY.OB	Marfrig Alimento ADR
MRSKY.OB	Mori Seiki CO Ltd SP
MRTI.OB	Maxus Realty Trust
MRTMF.OB	Maritime Res Corp
MRVGF.OB	Mirvac Group
MRVSY.OB	Minerva Sa ADR
MRVT.OB	Miravant Medical Techs
MRWSF.OB	Morrison W Sprmrkt P
MRWSY.OB	Wm Morrison Supermar
MRZLF.OB	Mirasol Resources
MRZM.OB	Marizyme Inc
MSADY.OB	MS&Ad Ins Group ADR
MSAH.OB	Man Shing Agric Hldn
MSAJF.OB	Mesa Exploration Corp Ord
MSBC.OB	Mission Bancorp [Ca]
MSBHF.OB	Mitsubishi Corp
MSBHY.OB	Mitsubishi Corp Spon
MSEXP.OB	Middlesex Water Co. $7 Pfd.
MSEZ.OB	Media Sentiment Inc
MSFN.OB	Mainstreet Finl Corp Mich
MSGNF.OB	Man Sang Intl Ltd
MSHE.OB	Msh Entertainment Corp
MSHF.OB	Mediashift Inc
MSHXF.OB	Mitsubishi Shokuhin Co. Ltd
MSITF.OB	Medical Svcs Intl Inc
MSIU.OB	Medical Supply Intl USA Inc
MSIXF.OB	Morneau Shepell Inc
MSLOY.OB	Mitsui Osk Lines Ltd ADR
MSLP.OB	Muscle Pharm Corp
MSMGF.OB	Mustang Minerals Corp
MSMY.OB	Mc Endeavors Inc
MSNVF.OB	Mission Ready Services Inc
MSPC.OB	Metrospaces Inc
MSRT.OB	Massroots Inc
MSSI.OB	Medical Staffng Sltns Inc
MSSV.OB	Meso Numismatics Inc
MSSZF.OB	Massimo Zanetti Beverage Group Spa
MSTF.OB	Monarch Staffing Inc
MSTG.OB	Mustang Alliances
MSTO.OB	Masterbeat Corp
MSTXF.OB	Megastar Dev Corp
MSUXF.OB	Misumi Group Inc Ord
MTCPY.OB	Mtr Corp Ltd ADR
MTEHF.OB	Maxtech Ventures Inc
MTEI.OB	Mountain Energy Inc
MTENY.OB	Mahanagar Telephone Nigam Ltd
MTFBF.OB	Motif Bio Plc
MTGGY.OB	Metro Ag ADR
MTGRF.OB	Mount Gibson Iron Ltd
MTGRY.OB	Mount Gibson Iron Ltd ADR
MTHRF.OB	M3 Inc
MTLCF.OB	Metalcorp Ltd Ord
MTLFF.OB	Metallis Res Inc
MTLHF.OB	Mitsubishi Chemical Holdings Corp
MTLHY.OB	Mitsubishi Chemical
MTLQU.OB	Motors Liq CO
MTLRF.OB	Metalore Resources Ltd
MTMW.OB	Matmown Inc
MTNOF.OB	Mtn Group Ltd Ord
MTNOY.OB	Mtn Group Ltd ADR
MTPOF.OB	Metropolitan Bk & TR
MTPR.OB	Meta Power Intl Inc
MTRAF.OB	Metro Inc Cl A Sub V
MTRI.OB	Metro Inc
MTRJF.OB	Mtr Corp Ltd
MTRO.OB	Metro One Dev Inc
MTSFF.OB	Mitsui Fudosan CO Ltd
MTSFY.OB	Mitsui Fudosan CO Ltd ADR
MTST.OB	Metastat Inc
MTTRY.OB	Metro Ag
MTTWF.OB	Metro Ag
MTUAF.OB	Mtu Aero Engines Hlds Ag
MTUAY.OB	Mtu Aero Engines Hol
MTVX.OB	Apt Moto Vox Group Inc
MTWD.OB	Metwood Inc
MTXS.OB	Matches Inc
MTYFF.OB	Mty Food Group Inc
MTZPY.OB	Tanabe Pharma
MTZXF.OB	Mitsubishi Tanabe Ph
MUEL.OB	Paul Mueller Company
MUNMF.OB	Mundoro Capital Inc
MURGF.OB	Muenchener Rueckver
MURGY.OB	Muenchener Re Group
MURMF.OB	Murchison Minerals Ltd
MURXF.OB	Minotaur Exploration Ltd
MUTM.OB	Mutual Merchant Svcs Inc
MVEN.OB	The Maven Inc
MVES.OB	The Movie Studio Inc
MVLY.OB	Mission Vly Bcp CA
MVNT.OB	Movement Inds Corp.
MVRK.OB	Maverick Technology Solutions
MVVYF.OB	Moovly Media
MVXM.OB	Moveix Inc
MWCAF.OB	Matachewan Consolidated Mines Ltd
MWSNF.OB	Mawson Res Ltd
MWTCY.OB	Manila Water Company Inc ADR
MWWC.OB	Marketing Wrldwd Corp
MWXRF.OB	Mineworx Technologies Ltd
MXCHF.OB	Mexichem Sab DE Cv
MXCHY.OB	Orbia Advance Corp Sab DE Cv ADR
MXCYY.OB	Metso Cp Ads
MXDHF.OB	Mdxhealth S.A.
MXLGF.OB	Mx Gold Corp
MXMG.OB	Maxima Group Inc
MXMTY.OB	Maxcom Telecom Ads
MXROF.OB	Max Resource Corp
MXRSF.OB	Malbex Resources Inc
MXSG.OB	Mexus Gold US
MXTLF.OB	Metalex Ventures Ltd
MXTRF.OB	Montero Mining & Exploration Ltd
MXVDF.OB	Mexivada Mining Corp
MYAGF.OB	Maya Gold & Silver
MYBF.OB	Muncy Bank Finl [Pa]
MYBUF.OB	Meyer Burger Techgy
MYDP.OB	Doughertys Pharmacy Inc
MYDX.OB	Mydx Inc
MYFT.OB	My Freightworld Tech
MYGG.OB	Mygo Games Holding CO
MYHI.OB	Mountain High Acquisitions Corp
MYMMF.OB	Mym Nutraceuticals Inc
MYMX.OB	Mymetics Corp
MYRLF.OB	Meryllion Resources Corp
MYRX.OB	Myrexis Inc
MYRY.OB	Myriad Interactive Media Inc
MYSL.OB	My Screen Mobile IN
MYSN.OB	Myson Group Inc
MYTAY.OB	Magyar Telekom Telecommunications Plc
MYTEF.OB	Telekom Malaysian
MZDAF.OB	Mazda Motor Corp Ord
MZDAY.OB	Mazda Motor Corp
MZEIQ.OB	Medizone Intl Inc
MZHOF.OB	Mizuho Financial Group Inc
MZTLF.OB	John Menzies Ord
NABIF.OB	Nabis Holdings Inc
NABZY.OB	Natl Australia Bank
NACB.OB	National Cap Bk WA
NACG.OB	Nac Global Technologies
NACNF.OB	National Access Cannabis Corp
NAFS.OB	North America Frac Sand Inc
NAHD.OB	New Asia Holdings Inc
NANX.OB	Nanophase Technologies Corp
NAPRF.OB	Naspers Ltd N Sh
NASB.OB	Nasb Financial Inc
NATUF.OB	North Amern Tungsten
NAUBF.OB	National Australia B
NAUH.OB	National American Un
NBBTF.OB	Natural Beauty Bio
NBCO.OB	Neon Bloom Inc
NBDR.OB	No Borders Inc
NBGCY.OB	National Bank of Greece ADR
NBGIF.OB	National Bk of Greec
NBGV.OB	Newbridge Global Ventures Inc
NBIO.OB	Nascent Biotech Inc
NBNKF.OB	Nordea Bank Abp
NBPVF.OB	Nb Private Equity Prtnrs
NBRI.OB	North Bay Resources
NBRY.OB	Newberry Specialty Bakers Inc
NBVAF.OB	Nubeva Technologies Ltd
NCAP.OB	Northsight Capital
NCBDF.OB	Bandai Namco Holdings Inc
NCBDY.OB	Namco Bandai Hlds ADR
NCDP.OB	Nicodrops Inc
NCEN.OB	Nacel Energy Corp
NCHEY.OB	Nichirei Corp ADR
NCLTF.OB	Nitori Holdings CO Ltd
NCMBF.OB	Goldon Resources Ltd
NCMGF.OB	Newcrest Mining Ltd
NCMGY.OB	Newcrest Mining Ltd
NCNB.OB	No Calif Natl Bk[Ca]
NCNNF.OB	48North Cannabis Corp
NCPCF.OB	Nickel Creek Platinum Corp
NCRA.OB	Nocera Inc
NCRE.OB	New Century Resources Corp
NCRRP.OB	NCR Corp 5.5% Pfd Conv Ser A
NCSYF.OB	Nice-Systems Ltd
NCTKF.OB	Nabtesco Cp Tokyo
NCXS.OB	Nbc Bancorp Inc
NDBKY.OB	Nedbank Group Ltd Ad
NDCVF.OB	Nordic Vlsi As
NDEKY.OB	Nitto Denko ADR
NDENF.OB	Bankers Cobalt Corp
NDEV.OB	Novus Acq & Dev Corp
NDGPF.OB	Nine Dragons Paper
NDGPY.OB	Nine Dragons Paper [Holdings] Ltd ADR
NDMWF.OB	Northern Dynasty Minerals Ltd
NDRBF.OB	Nibe Industrier Ab M
NDVAF.OB	Indiva Ltd
NDVLY.OB	New World Dev CO Ltd
NDVN.OB	Ndivision Inc
NDYN.OB	Naerodynamics
NEAPF.OB	Nearmap Ltd
NECA.OB	New Amer Energy
NECB.OB	Northeast Community Bancorp
NEEB.OB	Nebraska Book Holdings Inc
NEFB.OB	Neffs Bancorp Inc
NEGXF.OB	Nexgenrx Inc
NEGY.OB	Nation Energy Inc
NEIK.OB	Northstar Electrncs
NEMCF.OB	New Energy Metals
NEOM.OB	Neomedia Techs Inc
NERG.OB	New Redwood Gold Mines Ltd Unfied
NESRF.OB	Northern Star Resour
NESW.OB	New England Service
NEUN.OB	Neurogenesis Inc
NEVDF.OB	Neveda Copper Corp
NEVPF.OB	Neurovive Pharm Ab Ord
NEWEN.OB	New England Power CO 6% Pfd
NEWRF.OB	Newmac Resources Inc
NEXCF.OB	Nextech AR Solutions Corp
NEXOF.OB	Nexon CO Ltd
NEXOY.OB	Nexon Co. Ltd ADR
NEXS.OB	Nexus Biopharma Inc
NEXTW.OB	Nextdecade Corp WT
NFEI.OB	New Frontier Energy
NFGRF.OB	Beijingwest Industries International Ltd
NFPC.OB	Northfield Precision Instrument Corp
NFSE.OB	Nfinanse Inc
NFTI.OB	Nofire Technologies Inc
NFYEF.OB	New Flyer Inds Inc
NGBL.OB	Notis Global Inc
NGCG.OB	New Generation Consu
NGCRF.OB	Nagacorp Ltd
NGENF.OB	Nervgen Pharma Corp
NGGTF.OB	National Grid Transc
NGKSY.OB	Ngk Spark Plug CO Ltd ADR
NGLOY.OB	Anglo American Plc
NGMC.OB	Next Generation Ener
NGPHF.OB	Northern Graphite CO
NGQRF.OB	Ngex Res Inc
NGRC.OB	National Graphite Corp
NGTF.OB	Nightfood Holdings Inc
NGUGF.OB	New Guinea Gold Cp
NGXXF.OB	Ngex Minerals Ltd
NHAWF.OB	North Arrow Minerals
NHCMF.OB	Nhc Communs Inc
NHEL.OB	Natural Health Farm Holdings Inc
NHHEF.OB	NH Hotel Group Sa
NHLE.OB	Nhale Inc
NHLI.OB	Nouveau Holdings Ltd
NHMAF.OB	Nihon M & A Center Inc
NHMD.OB	Nate's Food CO
NHMPF.OB	Natures Hemp Corp
NHNKY.OB	Nihon Kohden
NHPEF.OB	New Hope Corp Ltd Ord
NHVCF.OB	Northern Vertex Mini
NHVP.OB	Northeast Dev Corp Inc
NHYDY.OB	Norsk Hydro ADR
NHYKF.OB	Norsk Hydro ASA Ord
NICH.OB	Nitches Inc
NICXF.OB	Nicox Sa EUR Ord
NIDB.OB	Northeast Ind Bn
NIFCY.OB	Nifco Inc [Japan] ADR
NIHK.OB	Nighthawk Systems
NIHL.OB	New Infinity Holdings Ltd
NILA.OB	Nilam Resources Inc
NILSY.OB	Jsc Mmc Norilsk ADR
NIMU.OB	Non-Invasive Monitoring Systems Inc
NINK.OB	Nami Corp
NINOY.OB	Nikon Corp ADR
NIOBF.OB	Niocorp Developments Ltd
NIOCF.OB	Niocan Inc
NIPOF.OB	Ippon Hotel Fd Invt Ord
NISTF.OB	Nippon Steel Ord
NJDCY.OB	Nidec Corp
NJMC.OB	New Jersey Mining Company
NKORF.OB	Palladium One Mining Inc
NKRKF.OB	Nokian Tyres Plc
NKRKY.OB	Nokian Tyres Oyj
NKRSF.OB	Niko Resources Ltd
NKSJF.OB	Norske Skogindustrier As
NKWFF.OB	Naikun Wind Enrgy Grp Ord
NLAB.OB	Nuoncology Labs Inc
NLBIF.OB	Newleaf Brands Inc
NLBS.OB	Nutralife Biosciences Inc
NLLSF.OB	Nel ASA
NLPXF.OB	Noble Mineral Exploration Inc
NLST.OB	Netlist Inc
NMEX.OB	Northern Minerals & Exploration Ltd
NMGC.OB	Neomagic Corp
NMGGF.OB	Network Media Group
NMGNF.OB	Northern Manganese L
NMGRF.OB	Nouveau Monde Mng En
NMHLY.OB	Nmc Health Plc ADR
NMMCF.OB	Nmc Health Plc
NMPNF.OB	Northam Platinum Ppty Ltd
NMPWP.OB	Niagara Moh Pwr 3.40 Pr
NMREF.OB	Namibia Rare Earths Inc
NMSCA.OB	Nutrition Mgmt Svcs CO A
NMSEF.OB	Namaste Technologies Inc WT [25/10/2023]
NMTC.OB	Neuroone Medical Technologies Corp
NMTLF.OB	New Age Metals Inc
NMXS.OB	Net Medical Xpress Solutions Inc
NMYSF.OB	Namsys
NNADF.OB	New Nadina Explorations Ltd
NNBP.OB	Nanobac Pharmaceutls
NNBXF.OB	Nanobiotix Sa
NNCHY.OB	Nissan Chemical Industries Ltd ADR
NNCSF.OB	Nanosonics Ltd Sydn
NNDIF.OB	Noranda Income Fund
NNDNF.OB	Nippon Corp
NNFC.OB	Nanoforce Inc
NNGPF.OB	NN Group N V
NNGRY.OB	NN Group NV [Netherlands] ADR
NNLX.OB	Nanologix Inc
NNMIF.OB	Nearctic Nickel Mns Inc
NNOCF.OB	Nanoco Group Plc
NNOMF.OB	Nano One Materials Corp
NNRI.OB	Nnrf Inc
NNRX.OB	Nutranomics Inc
NNSV.OB	Nanosave Technologies Inc [Wy]
NNUP.OB	Nocopi Techs Inc
NNWWF.OB	North West CO Inc
NNXPF.OB	Nanoxplore
NOBDF.OB	North Bud Farms Inc
NOBGF.OB	Noble Group Ltd
NOBH.OB	Nobility Homes
NODB.OB	North Dallas BK&Tr CO Tex
NODC.OB	Nodechain Inc
NOEC.OB	New Oriental Energy & Chemical
NOHO.OB	Allezoe Medical Hld
NOKBF.OB	Nokia [Ab] Oy EUR 0
NOMNF.OB	Canex Metals Inc
NONOF.OB	Novo Nordisk A/S B
NOPMF.OB	NEO Performance Materials Inc
NOPUF.OB	New Oroperu Res Inc
NORNQ.OB	Noranda Aluminum Holding Corp
NORSA.OB	North State Telecomm
NORSB.OB	North State Telecommunications C
NORX.OB	Norstra Energy
NORZF.OB	Norzinc Ltd
NOSOF.OB	Noront Resources Ltd
NOSUF.OB	Nerds On Site Inc
NOUV.OB	Nouveau Life Pharmaceuticals Inc
NOVC.OB	Novation Cos. Inc
NOVKY.OB	Novatek Jt Stk
NOVNW.OB	Novan Inc WT Exp 01/09/2022
NOXL.OB	Innosuisse Corp
NOXOF.OB	Noxopharm Limited
NPCPF.OB	Nippon Paint Holdings CO Ltd
NPCUF.OB	Allon Therapeutics Inc
NPEGF.OB	Nippon Electric Glass CO
NPEXY.OB	Nippon Express CO Ltd ADR
NPHC.OB	Nutra Pharma Corp
NPIFF.OB	Northland Power Income Fund
NPIWF.OB	Northland Power Inc
NPNTQ.OB	Northpoint Communs Grp
NPNYY.OB	Nippon Yusen ADR
NPPNY.OB	Nippon Paper Group Inc ADR
NPPTF.OB	Neptune Dash Technologies Corp
NPPXF.OB	Nippon Tel & Tel Cp
NPRUF.OB	Northern Ppty TR UT
NPSCY.OB	Nippon Steel Corp
NPSGF.OB	Nippon Sheet Glass Co. Ltd
NPSGY.OB	Nippon Sheet Glass CO Ltd ADR
NPSKF.OB	Nsk Ltd
NPSKY.OB	N S K Ltd ADR
NPSNY.OB	Naspers Ltd
NPTH.OB	Northern Potash CO
NPWI.OB	New Leap Inc
NRBT.OB	Novus Robotics Inc
NRDBY.OB	Nordea Bank Abp ADR
NRDXF.OB	Nordex Ag
NRESP.OB	New Residential Investment Corp Fxdfr Prf Perpet
NRGMD.OB	NRG Metals NC
NRGMF.OB	Codrington Resource Corp
NRGOF.OB	Newrange Gold Corp
NRGSP.OB	Narragansett Electric Co. 4.50% Pfd
NRIFF.OB	Nuvo Research Inc
NRILY.OB	Nomura Research Institute Ltd
NRLB.OB	Northern Calif Bncp Inc
NROM.OB	Noble Romans Inc
NRPI.OB	Nrp Stone Inc
NRPR.OB	Nutri Pharms Resh Inc
NRRWF.OB	Nuran Wireless Inc
NRSCF.OB	Nomura Holdings
NRTHF.OB	Northern Power Systems
NRTSF.OB	Nobilis Health
NRVTF.OB	Noram Ventures Inc
NRWS.OB	Narrowstep Inc
NRXCF.OB	Neutrisci International
NSANF.OB	Nissan Motors [F]
NSANY.OB	Nissan Motors ADR
NSARP.OB	Nstar Electric CO Pfd 4.25%
NSAUF.OB	Megumagold Corp
NSAV.OB	Net Savings Link Inc
NSBK.OB	Northern Star Fincl Inc
NSEO.OB	Ns8 Corp
NSFDF.OB	Energy Exploration
NSGDF.OB	Nsgold Corp
NSHRF.OB	Northern Shield Res
NSHSF.OB	Nanosphere Health Sciences Inc
NSKFF.OB	Kongsberg Gruppen As
NSLPQ.OB	New Source Energy Partners LP
NSMCF.OB	Northern Sphere Mining Corp
NSPDF.OB	Naturally Splendid E
NSPT.OB	Newron Sport
NSPX.OB	Inspyr Therapeutics Inc
NSRCF.OB	Nextsource Materials
NSRGF.OB	Nestle Sa Cham Et Ve
NSRGY.OB	Nestle Sa ADR
NSRI.OB	National Storm Recovery Inc
NSRPF.OB	Novo Res Corp
NSRS.OB	North Springs Resour
NSTM.OB	Novelstem International Corp
NSUPF.OB	Northern Superior
NSVGF.OB	Nass Valley Gateway Ltd
NSVLF.OB	Shoshoni Gold Ltd
NSYC.OB	National Stk Yds CO
NTABF.OB	Netent Ab
NTAH.OB	Nevtah Capital Management Corp
NTBP.OB	New Tripoli Bancorp Inc Cdt-Shs
NTCHF.OB	N1 Technologies Inc
NTCI.OB	Nutech
NTCPF.OB	Northisle Copper & G
NTCXF.OB	Natcore Technology
NTDMF.OB	Ntt Docomo Inc Ord
NTDOF.OB	Nintendo CO Ltd-Ord
NTDOY.OB	Nintendo CO Ltd ADR
NTDTY.OB	Ntt Data Corp Ltd
NTEI.OB	Nova Tech Enterprises Inc
NTEK.OB	Nanotech Entertainment Inc
NTETF.OB	Nikkei 225 Exch Traded Fd
NTFL.OB	Ntwrk 1 Fin Grp
NTGL.OB	Nanotech Gaming Inc
NTGSF.OB	Golden Predator Mining Corp
NTII.OB	Neurobiolgl Tech Inc
NTIOF.OB	National Bank of Canada
NTLK.OB	Net Talk.com
NTME.OB	Netmed Inc
NTNTY.OB	Netent Ab ADR
NTOIF.OB	Neste Oil Ord
NTOIY.OB	Neste Oil Oyj ADR
NTPY.OB	Netpay International Inc
NTRB.OB	Nutriband Inc
NTRR.OB	Neutra Corp
NTRU.OB	Natur International Corp
NTSFF.OB	Nanotech Security Corp
NTTCF.OB	Netcents Technology Inc
NTTHF.OB	NEO Lithium Corp
NTTYY.OB	Nippon Telegraph and Telephone Corp
NTUR.OB	Natural Blue Res Inc
NTWN.OB	Newtown Lane Marketing Inc
NTXFF.OB	Natixis Ord Shs
NTXFY.OB	Natixis Sa ADR
NTXVF.OB	Nexteer Automotive Group Ltd
NUBC.OB	Northumberland Bancorp
NUEC.OB	Nuearth Corp
NUGL.OB	Nugl Inc
NUGN.OB	Nugene International Inc
NUGS.OB	Cannabis Strategic Ventures
NUHRF.OB	Nuheara Ltd
NUKK.OB	Nukkleus Inc
NULGF.OB	Nulegacy Gold
NUMD.OB	Nu-Med
NUNZ.OB	Nunzia Pharmaceutical Corp.
NUPMF.OB	New Pacific Metals Corp
NURPF.OB	Neuren Pharmaceutica
NUSMF.OB	Nautilus Minerals IN
NUSPQ.OB	New Source Energy Partners LP
NUTTQ.OB	Nutroganics Inc
NUUU.OB	Rejuvel Bio-Sciences Inc
NUVG.OB	Nuvus Gro Corp
NUVI.OB	Emo Capital Corp
NUVM.OB	Nuvim Inc
NUVR.OB	Nuvera Communications Inc
NUVSF.OB	Nuvista Energy Ltd
NVCP.OB	Nvcn Corp
NVDEF.OB	Nevada Exploration Inc
NVGI.OB	Noble Vici Group Inc
NVGLF.OB	NV Gold Corp
NVGT.OB	Novagant Corp
NVIC.OB	N-Viro Intl Corp
NVLPF.OB	Nova Leap Health Corp
NVNT.OB	Novint Technologies
NVOS.OB	Novo Integrated Sciences Inc
NVSEF.OB	Novartis Ag Basl
NVSGF.OB	Nevada Sunrise Gold
NVTQF.OB	Novateqni Technology Corp
NVTRQ.OB	Nuvectra Corp
NVYAF.OB	Navya S.A.
NVYTF.OB	Novacyt
NVZMF.OB	Novozymes A/S
NVZMY.OB	Novozymes Unspn ADR
NWARF.OB	Norwegian Air Shuttl
NWAU.OB	Nowauto Inc
NWBB.OB	New Bancorp Inc
NWBO.OB	Northwest Bioth Cmn
NWCI.OB	Newcardio Inc
NWCN.OB	Network Cn Inc
NWDMF.OB	New Dimension Resources Ltd
NWDVW.OB	New Media Investment Group Inc WT Exp 11/26/2023
NWGC.OB	New World Gold Cp
NWHUF.OB	Northwest Healthcare
